#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-02T03:13:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c79f439a1c9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJS/239/2&tab:{J/ApJS/239/2/table2}&key:source=J/ApJS/239/2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/239/2/table2
#-order=I
#-out=TICID
#-out=RAJ2000
#-out=DEJ2000
#-out=Obslen
#-out=Vmag
#-out=Kmag
#-out=Jmag
#-out=Tmag
#-out=R*
#-out=Mass
#-out=Teff
#-out=Dist
#-out=sG
#-out=DetC
#-out=Perp
#-out=Rp
#-out=Nt
#-out=Ars
#-out=Ecc
#-out=Rprs
#-out=Impact
#-out=Dur
#-out=Obsdepth
#-out=Insol
#-out=Noise
#-out=SNR
#-out=2M
#2M=2M
#

#RESOURCE=yCat_22390002
#Name: J/ApJS/239/2
#Title: Simulated exoplanets from TESS list of targets (Barclay+, 2018)
#Table	J_ApJS_239_2_table2:
#Name: J/ApJS/239/2/table2
#Title: Planet and host star properties for every detected planet in our simulation
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	TICID	(I9)	[144875/471012687] TESS Input Catalog ID number of star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension, decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination, decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Obslen	(F5.1)	[27.4/356.2] Number of days that target is observed	[ucd=time.interval]
#Column	Vmag	(F6.3)	[4/20] V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Kmag	(F6.3)	[1.7/14.2] 2MASS Ks-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	Jmag	(F6.3)	[2.3/15] 2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Tmag	(F6.3)	[3.4/16.4] TESS bandpass magnitude	[ucd=phot.mag;em.opt.R]
#Column	R*	(F6.3)	[0.1/11.5] Stellar radius	[ucd=phys.size.radius]
#Column	Mass	(F6.3)	[0.06/2.5] Stellar mass	[ucd=phys.mass]
#Column	Teff	(F7.1)	[2763/11565] Stellar effective temperature	[ucd=phys.temperature]
#Column	Dist	(F9.3)	[2.5/15349]? Distance of the star	[ucd=pos.distance;pos.heliocentric]
#Column	sG	(I1)	[0/1] Was this star randomly selected to be a subgiant? 1=yes; 0=no	[ucd=meta.code]
#Column	DetC	(I1)	[0/1] Was this planet detected using the conservative model? 1=yes; 0=no	[ucd=meta.code]
#Column	Perp	(F9.6)	[0.5/99.4] Orbital period of the planet	[ucd=time.period]
#Column	Rp	(F6.3)	[0.6/22] Radius of the planet	[ucd=phys.size.radius]
#Column	Nt	(I3)	[2/425] Number of transits the planet has	[ucd=meta.number]
#Column	Ars	(F7.3)	[1/243.5] Planet semimajor axis scaled by the stellar radius	[ucd=phys.angSize.smajAxis]
#Column	Ecc	(F9.6)	[9e-06/0.5] Planet orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	Rprs	(F9.6)	[0.005/0.4] Planet radius scaled by the stellar radius	[ucd=phys.size.radius]
#Column	Impact	(F6.3)	[0/1] Planet impact parameter	[ucd=src.impactParam]
#Column	Dur	(F6.3)	[0.3/37.934] Planet transit duration	[ucd=time.duration]
#Column	Obsdepth	(F9.3)	[25.6/92074] The observed transit depth, corrected for dilution in parts per million	[ucd=src.var.amplitude]
#Column	Insol	(F10.3)	[0.06/242177] Insolation flux the planet receives relative to that received by the Earth from the Sun	[ucd=phot.flux;arith.ratio]
#Column	Noise	(F9.3)	[60/18605] The one-hour integrated noise level of the star in parts per million	[ucd=instr.det.noise]
#Column	SNR	(F8.3)	[7/1542] Combined signal-to-noise ratio of all transits	[ucd=stat.snr]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000|_DEJ2000|TICID|RAJ2000|DEJ2000|Obslen|Vmag|Kmag|Jmag|Tmag|R*|Mass|Teff|Dist|sG|DetC|Perp|Rp|Nt|Ars|Ecc|Rprs|Impact|Dur|Obsdepth|Insol|Noise|SNR|2M
022.5440000000|+36.5814400000|189413428|022.54400000|+36.581440000| 27.4|15.916|10.411|11.304|12.900| 0.310| 0.305| 3350.0|         |0|0|10.422092| 2.270|  3| 43.616| 0.067147| 0.067029| 0.790| 1.310| 4470.260|     2.762| 1137.924|   7.787|2M
024.4824400000|+38.1837400000|189581577|024.48244000|+38.183740000| 27.4|12.151|10.609|10.969|11.546| 1.170| 1.062| 5869.0|         |0|0| 1.853429| 4.305| 15|  5.541| 0.058894| 0.033700| 0.882| 1.398|  971.778|  1612.007|  468.359|   9.501|2M
003.3638520000|-20.0278500000|114877337|003.36385200|-20.027850000| 27.4|11.939|10.593|10.856|11.257| 1.251| 1.126| 6050.0|  776.813|0|1| 2.469008| 7.124| 12|  6.397| 0.002250| 0.052148| 0.436| 2.841| 2716.319|  1365.609|  394.904|  40.160|2M
006.8136530000|-38.1965900000|115444085|006.81365300|-38.196590000| 27.4|10.478| 9.039| 9.404| 9.941| 1.413| 1.065| 5878.0|  192.574|0|1| 4.290991| 3.310|  7|  8.036| 0.006741| 0.021449| 0.002| 4.178|  459.963|   771.181|  196.426|  12.664|2M
011.6185300000|+38.8372100000|115853715|011.61853000|+38.837210000| 27.4| 9.877| 8.703| 8.943| 9.381| 1.067| 1.323| 6492.0|  131.409|0|1| 1.817351| 2.991| 15|  6.453| 0.089340| 0.025666| 0.120| 2.201|  657.211|  1779.526|  151.865|  24.866|2M
007.3013780000|-38.2831000000|115943964|007.30137800|-38.283100000| 27.4|10.827| 9.098| 9.561|10.214| 2.058| 0.966| 5504.0|         |1|0|15.459095| 6.985|  2| 12.550| 0.066050| 0.031078| 0.792| 6.225|  964.434|   243.054|  224.685|  15.145|2M
007.2928880000|+42.6805400000|190999028|007.29288800|+42.680540000| 27.4|11.485|10.635|10.857|11.243| 1.788| 1.638| 7267.0|         |0|1|11.313445| 8.433|  3| 13.984| 0.152181| 0.043171| 0.778| 4.302| 1381.348|   594.886|  391.718|  12.669|2M
016.3424500000|+35.4898200000|174418823|016.34245000|+35.489820000| 27.4|12.134|10.036|10.560|11.259| 0.800| 0.948| 5324.0|         |0|0|16.296453| 3.228|  2| 33.212| 0.048261| 0.036925| 0.496| 3.415| 1331.004|    30.384|  395.362|   8.798|2M
008.0353730000|+43.5853000000|191142039|008.03537300|+43.585300000| 27.4|14.050| 9.892|10.735|12.096| 0.433| 0.457| 3586.0|         |1|0| 8.895573| 2.080|  3| 32.152| 0.029363| 0.043988| 0.211| 2.161| 1917.722|     6.673|  659.865|   7.401|2M
021.3981500000|-14.3134900000|136885740|021.39815000|-14.313490000| 27.4|10.410| 8.165| 8.712| 9.500| 0.835| 0.811| 4935.0|  339.307|0|1| 1.263169| 1.944| 22|  5.492| 0.062109| 0.021308| 0.842| 1.030|  453.503|   820.407|  160.049|  13.485|2M
028.7294100000|+77.0395700000|137057254|028.72941000|+77.039570000| 54.8|10.419| 8.822| 9.212| 9.807| 1.051| 1.076| 5914.0|  128.449|0|1| 4.585624| 2.600| 12| 11.328| 0.028609| 0.022644| 0.287| 3.041|  509.296|   397.646|  184.270|  16.695|2M
009.3269370000|+46.2746000000|191251222|009.32693700|+46.274600000| 27.4|12.226|11.174|11.385|11.803| 3.235| 1.465| 6806.0|         |1|1| 1.173244|12.331| 24|  1.644| 0.055999| 0.034902| 0.606| 5.256|  839.759| 33102.154|  548.074|  17.209|2M
010.6459400000|+44.0996900000|191441843|010.64594000|+44.099690000| 27.4|13.150|11.086|11.612|12.338| 1.745| 0.846| 5064.0|         |1|1| 7.209589|16.892|  3|  8.515| 0.094470| 0.088603| 0.220| 6.917| 7457.530|   378.381|  773.239|  43.934|2M
000.0420096200|-13.6927900000|117547460|000.04200962|-13.692790000| 27.4|11.023| 9.991|10.248|10.670| 1.475| 1.328| 6493.0|  322.642|0|1| 5.511188| 9.077|  5|  9.791| 0.054360| 0.056351| 0.596| 3.762| 3169.294|   773.448|  284.710|  48.281|2M
005.4698310000|-53.1963600000|155940660|005.46983100|-53.196360000| 54.8|11.279|10.123|10.340|10.773| 1.743| 1.262| 6410.0|  417.472|0|1| 3.551876|11.556| 15|  6.076| 0.204970| 0.060692| 0.359| 4.484| 3675.675|  1907.356|  300.981| 100.155|2M
007.2226720000|-52.7317700000|155984765|007.22267200|-52.731770000| 54.8|14.450| 9.943|10.695|12.128| 0.385| 0.398| 3495.0|         |0|1| 3.156695| 2.423| 17| 17.308| 0.142057| 0.057618| 0.485| 1.311| 3166.283|    20.775|  673.662|  22.185|2M
019.9402000000|-51.4699100000|158536657|019.94020000|-51.469910000| 27.4|12.184|10.103|10.634|11.342| 0.654| 0.842| 5047.0|  132.425|0|1| 3.429311| 3.800|  8| 13.826| 0.023800| 0.053218| 0.717| 1.464| 2809.563|   141.588|  414.947|  23.171|2M
018.7093700000|+43.1509800000|196783806|018.70937000|+43.150980000| 27.4| 9.980| 8.410| 8.768| 9.348| 1.077| 1.104| 5993.0|  109.507|0|1| 3.931250| 2.938|  7| 10.066| 0.067933| 0.024984| 0.299| 2.931|  609.076|   531.009|  149.704|  18.429|2M
002.2360630000|-50.4140100000|200657599|002.23606300|-50.414010000| 54.8|10.786| 9.141| 9.513|10.069| 0.944| 0.992| 5607.0|  130.997|0|0|32.644881| 2.654|  2| 45.446| 0.033794| 0.025753| 0.272| 5.427|  663.205|    19.963|  209.057|  10.452|2M
003.4730040000|-53.2314300000|200670937|003.47300400|-53.231430000| 54.8|12.291|10.671|11.002|11.571| 1.050| 0.996| 5623.0|  295.571|0|0|20.626831| 3.396|  3| 30.114| 0.023028| 0.029611| 0.043| 5.384|  872.115|    45.984|  475.466|   7.372|2M
003.4730040000|-53.2314300000|200670937|003.47300400|-53.231430000| 54.8|12.291|10.671|11.002|11.571| 1.050| 0.996| 5623.0|  295.571|0|0|35.383843| 3.632|  2| 43.154| 0.001435| 0.031668| 0.061| 6.452|  997.450|    22.393|  475.466|   7.536|2M
008.6752360000|+50.3711300000|240642084|008.67523600|+50.371130000| 54.8|11.749| 9.900|10.355|10.986| 1.053| 0.982| 5569.0|         |0|0|39.200253| 3.972|  2| 45.844| 0.003621| 0.034522| 0.738| 4.735| 1070.087|    19.091|  338.470|   9.729|2M
008.6792840000|+50.4804800000|240641952|008.67928400|+50.480480000| 54.8|10.194| 8.960| 9.271| 9.745| 1.431| 1.287| 6406.0|         |0|1| 9.173828| 2.898|  6| 14.026| 0.044453| 0.018542| 0.030| 5.092|  337.560|   357.096|  178.988|  10.424|2M
009.8928610000|+49.1612200000|240694492|009.89286100|+49.161220000| 54.8|11.797| 9.733|10.281|11.029| 0.873| 0.846| 5064.0|         |0|1| 3.601240| 3.953| 15| 10.721| 0.032847| 0.041468| 0.646| 2.103| 1201.258|   238.679|  346.727|  19.458|2M
011.7910400000|+49.7042400000|240787309|011.79104000|+49.704240000| 54.8|10.981| 9.489| 9.867|10.449| 1.124| 1.029| 5754.0|         |0|1| 1.736681| 6.612| 31|  5.466| 0.031339| 0.053878| 0.487| 2.289| 2867.029|  1530.384|  253.364|  95.325|2M
001.9213320000|-54.3880700000|201286958|001.92133200|-54.388070000| 27.4|10.430| 8.828| 9.238| 9.785| 1.195| 1.003| 5652.0|  144.392|0|0| 8.094382| 3.080|  4| 14.213| 0.047877| 0.023593| 0.848| 2.497|  547.099|   210.710|  182.371|   9.482|2M
003.8747320000|-55.2033200000|201307068|003.87473200|-55.203320000| 54.8|12.634|10.851|11.282|11.896| 1.994| 0.944| 5420.0|         |1|1| 2.610076|14.472| 21|  3.926| 0.052991| 0.066450| 0.776| 3.813| 4415.200|  2335.647|  580.901|  68.009|2M
005.1617010000|-58.9273900000|201353051|005.16170100|-58.927390000| 27.4|11.622|10.084|10.440|11.001| 1.729| 1.023| 5731.0|  375.843|0|0|13.260770| 5.979|  2| 13.743| 0.022091| 0.031651| 0.331| 7.211| 1001.405|   238.253|  341.322|  11.142|2M
020.4590700000|+52.6824100000|241022385|020.45907000|+52.682410000| 27.4|10.898| 8.505| 9.094| 9.888| 0.715| 0.850| 5077.0|   68.021|0|0| 8.188065| 1.800|  4| 22.654| 0.401121| 0.023048| 0.173| 2.785|  516.328|    54.004|  191.493|   9.000|2M
003.4693400000|+51.6023700000|201977462|003.46934000|+51.602370000| 54.8|11.600|10.237|10.539|11.030| 1.807| 1.399| 6514.0|  428.377|0|1| 2.134139| 8.261| 26|  4.318| 0.073097| 0.041849| 0.691| 3.003| 1640.342|  4027.686|  346.922|  41.782|2M
007.4419450000|-55.0248000000|281573458|007.44194500|-55.024800000| 54.8|10.305| 8.778| 9.133| 9.709| 0.989| 1.032| 5765.0|  118.090|0|1|13.705454| 2.988|  4| 24.639| 0.085823| 0.027657| 0.492| 3.835|  762.471|    75.895|  176.016|  16.965|2M
019.5476200000|-78.8596300000|261645804|019.54762000|-78.859630000| 82.2|10.955| 8.724| 9.263| 9.989| 2.030| 0.844| 5057.0|  215.692|0|1| 9.852172| 4.177|  8|  9.009| 0.064141| 0.018840| 0.096| 8.492|  353.780|   336.106|  201.042|  14.505|2M
021.3933400000|-78.5124600000|261679890|021.39334000|-78.512460000| 82.2|12.620|10.811|11.200|11.850| 2.111| 0.984| 5574.0|         |1|1| 1.680571| 6.150| 49|  2.804| 0.005666| 0.026677| 0.755| 3.343|  685.275|  5121.515|  564.376|  15.541|2M
007.9029690000|+50.9569800000|202712304|007.90296900|+50.956980000| 54.8|14.119| 9.702|10.570|11.873| 0.466| 0.496| 3648.0|         |0|1| 7.856657| 2.941|  7| 28.262| 0.143096| 0.057781| 0.765| 1.552| 2773.176|     9.249|  572.567|  15.966|2M
020.8266700000|-42.4129400000|262547825|020.82667000|-42.412940000| 27.4| 9.560| 7.933| 8.341| 8.911| 1.057| 0.984| 5575.0|   84.091|0|1|10.849009| 5.278|  3| 19.407| 0.066900| 0.045705| 0.545| 3.814| 2087.634|   106.984|  125.026|  56.479|2M
007.9631350000|+18.1049600000|242700779|007.96313500|+18.104960000| 27.4| 7.220| 5.894| 6.146| 6.666| 6.318| 1.318| 6205.5|   95.650|1|0|12.873970| 7.201|  2|  4.013| 0.055611| 0.010434| 0.235|24.377|  108.843|  3840.311|   69.876|  10.876|2M
012.7014500000|-80.7017600000|263004261|012.70145000|-80.701760000| 82.2|11.445|10.069|10.325|10.762| 1.650| 1.195| 6341.2|  387.334|0|0| 5.046876| 3.771| 17|  7.966| 0.003574| 0.020921| 0.924| 2.118|  385.908|  1062.918|  299.189|   7.739|2M
013.0234500000|+37.6929500000|283475416|013.02345000|+37.692950000| 27.4|12.545|10.914|11.189|11.712| 1.120| 1.027| 5744.0| 1787.473|0|1| 4.309975| 6.238|  6| 10.046| 0.037028| 0.051005| 0.307| 3.302| 2578.333|   449.976|  518.095|  22.150|2M
016.1828400000|+23.9806800000|243168242|016.18284000|+23.980680000| 27.4|16.637|11.420|12.302|14.357| 0.322| 0.319| 3373.0|         |0|1| 2.091831| 3.984| 13| 14.612| 0.157990| 0.113273| 0.664| 0.979|12779.441|    25.290| 3439.962|  13.250|2M
016.8029300000|+22.0562300000|243186979|016.80293000|+22.056230000| 27.4|13.672| 9.829|10.609|11.938| 0.519| 0.559| 3752.0|         |0|1| 5.120919| 2.379|  6| 19.852| 0.029857| 0.041964| 0.255| 1.992| 1757.400|    20.976|  596.499|  10.185|2M
017.4315600000|-52.7775500000|229111935|017.43156000|-52.777550000| 27.4|11.982|10.807|11.014|11.446| 1.557| 1.240| 6307.0|  498.978|0|0| 1.332805| 3.778| 21|  3.519| 0.107303| 0.022217| 0.555| 2.551|  493.380|  5330.859|  441.191|   8.185|2M
027.8641500000|-49.2028900000|229150524|027.86415000|-49.202890000| 54.8|13.129|11.135|11.615|12.319| 1.821| 0.879| 5182.0|         |1|1| 3.425132| 8.456| 16|  5.031| 0.117489| 0.042501| 0.646| 4.307| 1760.503|  1188.596|  763.542|  19.141|2M
011.9497500000|+34.5851200000|283886138|011.94975000|+34.585120000| 27.4| 9.150| 7.627| 7.973| 8.544| 1.370| 1.128| 5950.0|   93.808|0|1| 5.452516| 2.729|  5|  9.909| 0.150141| 0.018234| 0.654| 3.290|  331.679|   532.504|  109.114|  12.329|2M
017.5225300000|-55.8920500000|206539878|017.52253000|-55.892050000| 54.8|10.590| 8.929| 9.349| 9.923| 1.092| 0.988| 5593.0|  137.191|0|1| 9.718043| 2.500|  6| 17.488| 0.018499| 0.020956| 0.452| 3.890|  438.664|   133.474|  194.732|  10.883|2M
023.7258100000|-54.4249800000|206653479|023.72581000|-54.424980000| 27.4|11.037| 9.825|10.116|10.573| 1.715| 1.217| 6202.7|  340.915|0|0| 3.079410| 3.798|  9|  5.547| 0.179644| 0.020272| 0.121| 4.322|  409.888|  2006.945|  270.383|   9.455|2M
025.4904100000|-60.4384500000|231842240|025.49041000|-60.438450000| 54.8| 9.847| 8.548| 8.831| 9.331| 2.644| 1.163| 6236.9|  305.210|0|1| 2.003357| 7.730| 27|  2.662| 0.004129| 0.026768| 0.398| 5.631|  716.185|  8910.422|  148.609|  59.424|2M
027.8051400000|-66.4809000000|232071074|027.80514000|-66.480900000| 54.8|10.948| 9.419| 9.811|10.374| 2.544| 1.035| 5777.0|  408.250|0|1| 2.377725| 6.077| 23|  2.983| 0.169862| 0.021870| 0.322| 6.056|  476.493|  5222.810|  243.727|  23.074|2M
029.1666600000|-69.2386500000|232077841|029.16666000|-69.238650000| 82.2|11.489| 9.354| 9.884|10.554| 0.872| 0.845| 5061.0|         |0|1|10.913440| 3.908|  7| 22.467| 0.013317| 0.041037| 0.174| 3.810| 1665.540|    54.218|  267.683|  32.134|2M
010.2333500000|-03.7354590000|213006022|010.23335000|-03.735459000| 27.4|10.371| 8.753| 9.220| 9.789| 1.082| 0.986| 5423.7|  109.436|0|1| 2.096562| 3.645| 13|  6.345| 0.059025| 0.030843| 0.556| 2.207|  950.939|   896.596|  182.715|  27.880|2M
020.7751600000|-03.3109980000|248949273|020.77516000|-03.310998000| 27.4|11.385| 9.874|10.286|10.835| 3.519| 1.061| 5866.0|  350.343|1|0|13.199477|11.713|  2|  6.814| 0.001536| 0.030471| 0.801| 9.683|  924.366|  1063.597|  311.336|  13.066|2M
024.7676000000|+76.6764100000|289270167|024.76760000|+76.676410000| 54.8|11.265| 9.792|10.013|10.578| 2.396| 1.740| 7529.0|  503.159|0|1| 3.928726| 8.573| 14|  5.262| 0.125413| 0.032761| 0.776| 3.956| 1003.130|  4840.923|  271.099|  27.538|2M
001.1697670000|-12.2661400000|289576180|001.16976700|-12.266140000| 27.4| 9.943| 8.692| 8.949| 9.429| 1.275| 1.217| 6228.2|  151.498|0|0|10.494097| 2.897|  2| 16.893| 0.096660| 0.020799| 0.604| 3.908|  432.139|   219.932|  155.091|   7.790|2M
001.8145650000|-17.5332400000|289592472|001.81456500|-17.533240000| 27.4|16.471|11.405|12.227|13.797| 0.285| 0.273| 3298.0|         |0|0| 4.639153| 2.353|  6| 26.655| 0.004592| 0.075598| 0.050| 1.429| 5715.110|     6.946| 2213.723|   7.559|2M
002.3042710000|-14.2809000000|289626398|002.30427100|-14.280900000| 27.4|11.720|10.699|10.969|11.438| 3.208| 1.368| 6387.3|  469.990|1|0| 2.205102| 7.345| 12|  2.468| 0.016130| 0.020963| 0.654| 5.649|  438.939| 11396.668|  439.102|   8.230|2M
002.4039540000|-15.3102100000|289646227|002.40395400|-15.310210000| 27.4|10.014| 8.435| 8.800| 9.368| 1.088| 1.023| 5820.5|  114.770|0|1| 4.385921| 2.831|  6| 10.441| 0.136493| 0.023807| 0.471| 2.924|  563.734|   439.169|  151.009|  15.636|2M
006.9330020000|-32.3879100000|251845125|006.93300200|-32.387910000| 27.4| 9.025| 7.053| 7.568| 8.256| 0.876| 0.882| 5288.5|   46.590|0|1| 4.613217| 1.554|  6| 12.778| 0.117977| 0.016241| 0.478| 2.477|  263.604|   199.843|   99.114|  10.253|2M
007.9442970000|-30.9182300000|251850982|007.94429700|-30.918230000| 27.4|10.330| 8.760| 9.182| 9.726| 1.305| 1.002| 5734.1|  156.058|0|1| 1.444163| 6.327| 19|  4.124| 0.246154| 0.044384| 0.352| 2.672| 1967.849|  2651.376|  177.411|  79.026|2M
009.7613530000|-30.2109000000|251878167|009.76135300|-30.210900000| 27.4|16.077|10.580|11.423|13.054| 0.287| 0.276| 3303.0|         |0|0| 8.104970| 2.107|  4| 38.535| 0.062888| 0.067213| 0.697| 1.300| 4515.863|     3.343| 1270.472|   8.104|2M
008.4570220000|-80.4891800000|290648239|008.45702200|-80.489180000| 54.8|11.644|10.114|10.562|11.166| 1.723| 1.015| 5701.0|  379.320|0|0| 4.582474| 3.927| 12|  6.775| 0.011121| 0.020865| 0.405| 4.868|  401.296|   960.067|  374.746|   8.184|2M
022.1152400000|-63.0788200000|237912376|022.11524000|-63.078820000| 54.8|10.255| 8.585| 8.993| 9.564| 2.260| 0.987| 5502.4|  116.272|1|1|22.036590| 7.360|  3| 14.578| 0.021111| 0.029813| 0.992| 3.188|  888.570|   179.933|  164.714|  16.685|2M
029.8912800000|-53.4126400000|219986559|029.89128000|-53.412640000| 27.4|11.725|10.365|10.691|11.165| 2.413| 1.118| 6029.0|  306.996|1|1| 3.591249| 8.769|  8|  4.246| 0.007534| 0.033271| 0.860| 3.793| 1105.429|  3056.922|  374.531|  16.258|2M
012.7930900000|+43.7925400000|238627254|012.79309000|+43.792540000| 27.4|17.810|11.912|12.779|14.610| 0.185| 0.153| 3060.0|         |0|0| 9.606856| 2.712|  3| 55.003| 0.063993| 0.134220| 0.417| 1.407|17532.537|     1.209| 4219.208|   8.539|2M
019.0250700000|+30.1319300000|239555279|019.02507000|+30.131930000| 27.4|13.563|11.692|12.120|12.780| 1.000| 0.946| 5429.0|         |0|0|16.071096|20.539|  2| 26.309| 0.036362| 0.187967| 0.861| 3.822|35307.902|    52.352| 1045.619|  93.363|2M
010.5662300000|+77.8167300000|275188401|010.56623000|+77.816730000| 54.8|13.509| 9.092| 9.864|11.208| 0.407| 0.425| 3536.0|         |0|1| 1.920561| 1.391| 29| 12.016| 0.071277| 0.031288| 0.617| 1.012|  960.199|    45.166|  383.889|  13.547|2M
010.4219400000|+13.5384700000|258768890|010.42194000|+13.538470000| 27.4|10.055| 8.366| 8.746| 9.374| 1.149| 1.047| 5818.0|  657.974|0|0|11.220240| 2.411|  3| 18.650| 0.031543| 0.019212| 0.027| 4.685|  365.418|   137.413|  151.403|   9.048|2M
024.2704100000|+67.6354000000|278856004|024.27041000|+67.635400000| 54.8|11.374|10.097|10.283|10.837| 2.040| 2.444| 9595.0|  532.126|0|1|12.254136| 8.740|  4| 14.775| 0.137188| 0.039222| 0.785| 4.323| 1482.917|  1619.480|  311.678|  19.786|2M
024.6295300000|+69.1555000000|278929672|024.62953000|+69.155500000| 54.8|11.525| 9.956|10.295|10.860| 1.389| 1.126| 6051.0|  288.717|0|0| 9.605868| 3.733|  6| 14.254| 0.070029| 0.024611| 0.865| 2.835|  584.532|   275.221|  315.637|   7.637|2M
026.7429900000|+48.1789800000|299435747|026.74299000|+48.178980000| 27.4|11.343|10.140|10.422|10.916| 3.844| 1.785| 7641.0|  839.538|1|0| 5.170124|10.046|  5|  3.972| 0.007892| 0.023923| 0.297| 9.875|  362.132|  9014.055|  325.541|   7.816|2M
026.6397300000|+49.4253300000|299438209|026.63973000|+49.425330000| 27.4|10.832| 9.511| 9.843|10.380| 2.742| 1.232| 6290.0|         |1|1| 5.865282|10.109|  5|  5.352| 0.038545| 0.033750| 0.592| 7.168| 1054.680|  2279.270|  244.481|  25.826|2M
010.2898600000|-60.2335000000|299897654|010.28986000|-60.233500000| 54.8|13.159|11.411|11.816|12.413| 1.019| 0.959| 5478.0|         |0|0| 4.761484| 4.464| 11| 11.531| 0.030039| 0.040109| 0.912| 1.583| 1608.720|   282.489|  812.966|   8.258|2M
007.7837300000|+54.7558000000|320277444|007.78373000|+54.755800000| 54.8|15.322| 9.981|10.828|12.380| 0.295| 0.286| 3320.0|         |0|1|20.976492| 2.968|  3| 71.514| 0.043479| 0.092104| 0.670| 1.933| 6803.322|     0.991|  795.196|  20.603|2M
015.3061500000|-13.5022100000|380882435|015.30615000|-13.502210000| 27.4|13.229|11.391|11.841|12.461| 0.985| 0.935| 5388.0|         |0|1| 3.339621|15.347|  9|  9.339| 0.085449| 0.142659| 0.177| 3.092|20332.083|   403.095|  839.657| 127.735|2M
022.4425900000|+20.0728300000|381318182|022.44259000|+20.072830000| 27.4|11.891|10.764|11.035|11.436| 3.007| 1.355| 6551.0|  694.169|1|0| 7.026843| 8.137|  4|  5.685| 0.129309| 0.024777| 0.176| 9.588|  566.481|  2377.219|  438.581|   7.999|2M
000.1404284000|-48.5619100000|382472579|000.14042840|-48.561910000| 54.8|11.206|10.128|10.312|10.767| 2.115| 1.314| 6507.4|  511.227|0|0|15.641354| 4.970|  4| 13.637| 0.089447| 0.021518| 0.235| 8.720|  445.093|   402.197|  300.002|   8.762|2M
012.4091600000|-51.8685400000|382521361|012.40916000|-51.868540000| 27.4|16.605|11.148|11.927|14.066| 0.125| 0.095| 2763.0|         |1|0| 1.759147| 1.185| 16| 22.394| 0.015146| 0.086779| 0.376| 0.612| 7416.626|     4.848| 2730.056|   8.503|2M
015.9279200000|-52.0100300000|382532595|015.92792000|-52.010030000| 27.4|12.352|11.063|11.322|11.765| 3.935| 1.789| 6250.0|         |0|1| 9.892521|15.269|  3|  5.985| 0.053040| 0.035521| 0.054|13.125| 1176.373|  1776.986|  535.307|  13.790|2M
006.8150270000|-22.4438800000|322493714|006.81502700|-22.443880000| 27.4|14.132|11.114|11.874|12.882| 0.694| 0.666| 4262.0|         |0|1| 3.443048|16.975|  8| 12.076| 0.003370| 0.223845| 0.633| 2.288|49836.996|    94.381| 1123.496| 189.780|2M
020.5907200000|+16.1237100000|385116051|020.59072000|+16.123710000| 27.4|15.989|10.747|11.550|13.242| 0.267| 0.252| 3261.0|         |0|0| 9.623474| 2.264|  3| 45.059| 0.143491| 0.077627| 0.126| 1.746| 6025.999|     2.323| 1456.869|   9.467|2M
000.6024228000|+35.4313000000|365903902|000.60242280|+35.431300000| 27.4|15.213|10.324|11.168|12.642| 0.357| 0.364| 3442.0|         |0|0|20.775325| 2.374|  2| 63.631| 0.057839| 0.060877| 0.603| 2.178| 3622.239|     1.446|  950.008|   7.957|2M
003.7221510000|+35.0971900000|365935838|003.72215100|+35.097190000| 27.4|11.451|10.255|10.493|10.972| 1.202| 1.313| 6468.5|  301.751|0|1| 5.683063| 3.965|  5| 12.211| 0.036851| 0.030197| 0.198| 3.599|  900.889|   489.742|  335.834|  11.379|2M
